formula_supercon,tc_K,sc_class,spacegroup,point_group,mp_ordering,verdict,mp_id
As2Hf1,0.0,Other,P n m a,mmm,NM,EXCLUDED,mp-29646
As2Ir2Sr1,2.8,Other,P 4/m m m,4/mmm,FM,EXCLUDED,mp-1206100
As2La1Pd2,0.97,Other,I 4/m m m,4/mmm,NM,EXCLUDED,mp-571434
As2Mo1,0.205,Other,C 1 2/m 1,2/m,NM,EXCLUDED,mp-1337
As2Nb1,0.0,Other,C 1 2/m 1,2/m,NM,EXCLUDED,mp-7598
As2Ni2Sr1,0.66,Ferrite,I 4/m m m,4/mmm,NM,EXCLUDED,mp-4316
As2Pd1,0.0,Other,P a -3,m-3,NM,CANDIDATE,mp-20465
As2Pd2Sr1,0.92,Other,I 4/m m m,4/mmm,NM,EXCLUDED,mp-4370
As2Pd5,0.23,Other,P 63 c m,6mm,NM,CANDIDATE,mp-1214686
As2Pt1,0.0,Other,P a -3,m-3,NM,CANDIDATE,mp-2513
As2Pt2Sr1,5.083333333,Other,P 1 21/c 1,2/m,NM,EXCLUDED,mp-571534
As2Ta1,0.0,Other,C 1 2/m 1,2/m,NM,EXCLUDED,mp-12561
As2Te3,4.4,Other,C 1 2/m 1,2/m,NM,EXCLUDED,mp-484
As2Th1,0.0,Other,P 4/n m m,4/mmm,NM,EXCLUDED,mp-7097
As2Ti1,0.0,Other,P n n m,mmm,NM,EXCLUDED,mp-604647
As2V1,0.0,Other,C 1 2/m 1,2/m,NM,EXCLUDED,mp-1072660
As2W1,0.9,Other,C 1 2/m 1,2/m,NM,EXCLUDED,mp-1077179
As2Zr1,0.0,Other,P n m a,mmm,NM,EXCLUDED,mp-27606
As3Mo2,0.0,Other,C 1 2/m 1,2/m,NM,EXCLUDED,mp-542454
As3Sn4,1.195,Other,R -3 m,-3m,NM,CANDIDATE,mp-12531
As3W2,0.0,Other,C 1 2/m 1,2/m,NM,EXCLUDED,mp-11696
As4Ba2Fe2Ti2O1,20.125,Ferrite,I 4/m m m,4/mmm,FM,EXCLUDED,mp-1103080
As4Ca1Fe4Rb1,35.0,Ferrite,P 4/m m m,4/mmm,FM,EXCLUDED,mp-1078332
As4Mo5,0.0,Other,I 4/m,4/m,NM,EXCLUDED,mp-1743
As7Re3,0.0,Other,I m -3 m,m-3m,NM,CANDIDATE,mp-2473
Au0.02Nb3Rh0.98,2.53,Other,P m -3 n,m-3m,NM,CANDIDATE,mp-1545
Au0.22Nb0.78,7.6,Other,P m -3 n,m-3m,FM,CANDIDATE,mp-2752
Au0.23V0.77,0.66,Other,P m -3 n,m-3m,FM,CANDIDATE,mp-839
Au0.25Ba1Ge12Pt3.75,5.05,Other,I m -3,m-3,NM,CANDIDATE,mp-642304
Au0.25Cu0.75,0.0,Other,P m -3 m,m-3m,NM,CANDIDATE,mp-2258
Au0.25Te0.75,1.85,Other,P 4/m m m,4/mmm,NM,EXCLUDED,mp-1217358
Au0.278Ga0.722,1.615,Other,F m -3 m,m-3m,NM,CANDIDATE,mp-2776
Au0.27Tl0.73,2.04,Other,I 4/m c m,4/mmm,NM,EXCLUDED,mp-30571
Au0.28Te0.72,1.96,Other,C 1 2/m 1,2/m,NM,EXCLUDED,mp-567525
Au0.2Ga0.8,1.587,Other,P 63/m m c,6/mmm,NM,CANDIDATE,mp-1184316
Au0.2In1Pd1.8Y1,1.24,Other,F m -3 m,m-3m,NM,CANDIDATE,mp-568880
Au0.2Sn0.8,2.38,Other,C c c a,mmm,NM,EXCLUDED,mp-1393
Au0.3B2C1La1Pt1.7,0.0,Other,I 4/m m m,4/mmm,NM,EXCLUDED,mp-9219
Au0.427Ga0.573,1.378,Other,P n m a,mmm,NM,EXCLUDED,mp-30379
Au0.5Cu0.5,0.0,Other,P 4/m m m,4/mmm,NM,EXCLUDED,mp-522
Au0.5Pb2Pd0.5,3.02,Other,I 4 2 2,422,NM,EXCLUDED,mp-1219939
Au0.75Hg0.25,0.0,Other,P 63/m m c,6/mmm,NM,CANDIDATE,mp-1184705
Au0.7Nb3Pt0.3,12.283333333333331,Other,P m -3,m-3,NM,CANDIDATE,mp-1220356
Au0.7Nb3Rh0.3,9.5,Other,C m m m,mmm,NM,EXCLUDED,mp-1220645
Au0.9In2Pd0.1,0.0,Other,F m -3 m,m-3m,NM,CANDIDATE,mp-22154
Au1,0.0,Other,P 63/m m c,6/mmm,NM,CANDIDATE,mp-1008634
Au1.3In1Pd0.7Y1,2.68,Other,F -4 3 m,-43m,NM,CANDIDATE,mp-1215995
Au1.8In1Pd0.2Y1,2.27,Other,F m -3 m,m-3m,NM,CANDIDATE,mp-22493
Au1Be1,1.775,Other,P 21 3,23,NM,EXCLUDED,mp-30365
Au1Be5,0.0,Other,F -4 3 m,-43m,NM,CANDIDATE,mp-1220
Au1Ga40Mo8,9.4,Other,R -3,-3,NM,CANDIDATE,mp-1195837
Au1La1,0.0,Other,C m c m,mmm,NM,EXCLUDED,mp-1002136
Au1Lu1,0.185,Other,P m -3 m,m-3m,NM,CANDIDATE,mp-11249
Au1Mg1,0.0,Other,P m -3 m,m-3m,NM,CANDIDATE,mp-437
Au1Na2,0.0,Other,I 4/m c m,4/mmm,NM,EXCLUDED,mp-1363
Au1Pb2,3.76,Other,I 4/m c m,4/mmm,NM,EXCLUDED,mp-22795
Au1Pb3,4.325,Other,I -4 2 m,-42m,NM,EXCLUDED,mp-30412
Au1Pt4U1,0.0,Heavy_fermion,F -4 3 m,-43m,NM,CANDIDATE,mp-1077347
Au1Sb2,0.29,Other,P a -3,m-3,NM,CANDIDATE,mp-738
Au1Sc1,2.0,Other,P m -3 m,m-3m,NM,CANDIDATE,mp-11256
Au1Si3Sr1,1.65,Other,I 4 m m,4mm,NM,EXCLUDED,mp-1067925
Au1Sn1,1.25,Other,P 63/m m c,6/mmm,NM,CANDIDATE,mp-1775
Au1Ta2,0.0,Other,P 42/m n m,4/mmm,NM,EXCLUDED,mp-1194495
Au1Te2,1.366666667,Other,P m a 2,mm2,NM,EXCLUDED,mp-20123
Au1Th2,3.365,Other,I 4/m c m,4/mmm,NM,EXCLUDED,mp-1629
Au1Zn3,1.245,Other,P m -3 n,m-3m,NM,CANDIDATE,mp-30424
Au1Zr3,0.46,Other,P m -3 n,m-3m,NM,CANDIDATE,mp-11263
Au25Sb75,6.7,Other,I m -3 m,m-3m,NM,CANDIDATE,mp-29665
Au2Bi1,1.77,Other,F d -3 m,m-3m,NM,CANDIDATE,mp-570113
Au2Ce1Si2,2.051666667,Heavy_fermion,I 4/m m m,4/mmm,FM,EXCLUDED,mp-5173
Au2Er1In1,0.0,Other,F m -3 m,m-3m,NM,CANDIDATE,mp-30376
Au2Ga1Y1,0.0,Other,F m -3 m,m-3m,NM,CANDIDATE,mp-979422
Au2In1Sc1,3.02,Other,F m -3 m,m-3m,NM,CANDIDATE,mp-30395
Au2In1Tm1,0.0,Other,F m -3 m,m-3m,NM,CANDIDATE,mp-568830
Au2In1Yb1,0.0,Heavy_fermion,F m -3 m,m-3m,NM,CANDIDATE,mp-568537
Au2Na1,0.0,Other,F d -3 m,m-3m,NM,CANDIDATE,mp-1052
Au2Nb3,0.0,Other,I 4/m m m,4/mmm,NM,EXCLUDED,mp-2123
Au2Pb1,2.6575,Other,F d -3 m,m-3m,NM,CANDIDATE,mp-19871
Au5Ba1,0.4,Other,P 6/m m m,6/mmm,NM,CANDIDATE,mp-30364
Au5Ca1,0.34,Other,F -4 3 m,-43m,NM,CANDIDATE,mp-568920
Au5Cd8,0.0,Other,I -4 3 m,-43m,NM,CANDIDATE,mp-1193415
Au5K1,0.0,Other,P 6/m m m,6/mmm,NM,CANDIDATE,mp-1298
Au5Sn1,0.9,Other,R 3 2,32,NM,EXCLUDED,mp-30418
Au9Nb11,0.0,Other,P 41 3 2,432,NM,EXCLUDED,mp-1188500
B0.015C0.985Cu1Sr2O5,0.0,Cuprate,I -4,-4,NM,EXCLUDED,mp-1198030
B0.039C0.961Si1,1.4,Other,F -4 3 m,-43m,NM,CANDIDATE,mp-8062
B0.05P0.95Ru1Zr1,8.4,Other,P n m a,mmm,NM,EXCLUDED,mp-22268
B0.1C2.9Y2,16.4,Other,I -4 3 d,-43m,NM,CANDIDATE,mp-1695
B0.2Nb5Si2.8,5.9,Other,P 63/m c m,6/mmm,NM,CANDIDATE,mp-567871
B0.3Ru0.7,2.538888889,Other,P 63 m c,6mm,NM,CANDIDATE,mp-17535
B0.57Nb0.43,0.0,Other,C m c m,mmm,NM,EXCLUDED,mp-2580
B0.6Nb5Si2.4,7.8,Other,P 63/m c m,6/mmm,NM,CANDIDATE,mp-1106165
B0.72Mo0.28,0.0,Other,R -3 m,-3m,NM,CANDIDATE,mp-1080111
B0.75Ca1Pd3,0.0,Other,P m -3 m,m-3m,NM,CANDIDATE,mp-1206909
B0.86Ba0.14,0.0,Other,P m -3 m,m-3m,NM,CANDIDATE,mp-954
B0.8C1.2Lu1Ni1,3.2,Other,P 4/n m m,4/mmm,NM,EXCLUDED,mp-6188
B0.978C0.022Si1,1.35,Other,P 63 m c,6mm,NM,CANDIDATE,mp-978495
B1,5.0,Other,R -3 m,-3m,NM,CANDIDATE,mp-160
B1.8Co2La1Si0.2,0.0,Other,I 4/m m m,4/mmm,NM,EXCLUDED,mp-2967
B12Er1,0.0,Other,F m -3 m,m-3m,NM,CANDIDATE,mp-1104598
B12Ho1,0.0,Other,F m -3 m,m-3m,NM,CANDIDATE,mp-1104585
B12Lu0.007Zr0.993,5.97,Other,F m -3 m,m-3m,NM,CANDIDATE,mp-1084
B12Lu1,0.435,Other,F m -3 m,m-3m,NM,CANDIDATE,mp-1104289
B12Sc1,0.39,Other,F m -3 m,m-3m,NM,CANDIDATE,mp-8772
B12Th0.93Zr0.07,5.5,Other,F m -3 m,m-3m,NM,CANDIDATE,mp-12570
B12Tm1,0.0,Other,F m -3 m,m-3m,NM,CANDIDATE,mp-1104905
B12Y1,4.7,Other,F m -3 m,m-3m,NM,CANDIDATE,mp-7817
B16Ir19Mg10,4.0875,Other,I -4 3 m,-43m,NM,CANDIDATE,mp-568548
B1Ba1Cu1Gd1O5,0.0,Cuprate,P 4 b m,4mm,FM,EXCLUDED,mp-1214529
B1Ba1Cu1La1O5,0.0,Cuprate,P 4 b m,4mm,NM,EXCLUDED,mp-14970
B1Ba1Cu1Nd1O5,0.0,Cuprate,P 4 b m,4mm,NM,EXCLUDED,mp-10350
B1Ba1Cu1Sm1O5,0.0,Cuprate,P 4 b m,4mm,NM,EXCLUDED,mp-1214336
B1Ba1Cu1Tb1O5,0.0,Cuprate,P 4 b m,4mm,NM,EXCLUDED,mp-1214316
B1C1Li0.78,0.0,Other,P 63/m m c,6/mmm,NM,CANDIDATE,mp-9244
B1C1Mo2,6.7166666665,Other,C m c m,mmm,NM,EXCLUDED,mp-4472
B1Ca1N1Ni1,2.08,Ferrite,P 4/n m m,4/mmm,NM,EXCLUDED,mp-1079500
B1Ce1Pt3,0.0,Heavy_fermion,P 4 m m,4mm,FM,EXCLUDED,mp-22435
B1Co2,0.0,Other,I 4/m c m,4/mmm,FM,EXCLUDED,mp-493
B1Cr1,0.0,Other,I 41/a m d,4/mmm,NM,EXCLUDED,mp-1080664
B1Cr2,0.0,Other,F d d d,mmm,NM,EXCLUDED,mp-569424
B1Fe2,0.0,Other,I 4/m c m,4/mmm,FM,EXCLUDED,mp-1915
B1Hf1,3.1,Other,F m -3 m,m-3m,NM,CANDIDATE,mp-345
B1I3,1.86,Other,P 63/m,6/m,NM,CANDIDATE,mp-23189
B1Ir1,0.0,Other,P -6 m 2,-62m,NM,CANDIDATE,mp-1183252
B1La1N1Ni1,1.96,Ferrite,P 4/n m m,4/mmm,NM,EXCLUDED,mp-20881
B1Mn2,0.0,Other,I 4/m c m,4/mmm,NM,EXCLUDED,mp-20318
B1Mo1,0.25,Other,I 41/a m d,4/mmm,NM,EXCLUDED,mp-1890
B1Mo1Re1,5.09,Other,F m m m,mmm,NM,EXCLUDED,mp-1219525
B1Mo2,4.1125,Other,I 4/m c m,4/mmm,NM,EXCLUDED,mp-2501
B1N1,0.0,Other,P 63/m m c,6/mmm,NM,CANDIDATE,mp-984
B1Nb2,0.0,Other,P 4/m b m,4/mmm,NM,EXCLUDED,mp-20689
B1Nd1Rh3,0.0,Other,P m -3 m,m-3m,NM,CANDIDATE,mp-3591
B1Ni2,0.0,Other,I 4/m c m,4/mmm,NM,EXCLUDED,mp-2536
B1Pt1,0.0,Other,P 63/m m c,6/mmm,NM,CANDIDATE,mp-1096829
B1Re3,4.75,Other,C m c m,mmm,NM,EXCLUDED,mp-15671
B1Rh1,0.0,Other,P 63/m m c,6/mmm,NM,CANDIDATE,mp-567164
B1Rh2,0.0,Other,P n m a,mmm,NM,EXCLUDED,mp-21502
B1Ta1,4.0,Other,C m c m,mmm,NM,EXCLUDED,mp-1097
B1Ta2,1.56,Other,P 4/m b m,4/mmm,NM,EXCLUDED,mp-13415
B1Ti1,0.0,Other,P n m a,mmm,NM,EXCLUDED,mp-7857
B1V1,0.0,Other,C m c m,mmm,NM,EXCLUDED,mp-9973
B1V2,0.0,Other,P 4/m b m,4/mmm,NM,EXCLUDED,mp-2091
B1W1,0.0,Other,I 41/a m d,4/mmm,NM,EXCLUDED,mp-7832
B1W2,2.133333333,Other,I 4/m c m,4/mmm,NM,EXCLUDED,mp-1113
B1Zr1,3.1,Other,P 63/m m c,6/mmm,NM,CANDIDATE,mp-1014246
B2Be1,0.0,Other,P 6/m m m,6/mmm,NM,CANDIDATE,mp-1009823
B2C0.99Er1Fe0.04Ni1.96,7.35,Other,I 4/m m m,4/mmm,NM,EXCLUDED,mp-6098
B2C1Ce0.05Ni2Y0.95,13.8,Other,I 4/m m m,4/mmm,NM,EXCLUDED,mp-6576
B2C1Ce1Co2,0.0,Heavy_fermion,I 4/m m m,4/mmm,NM,EXCLUDED,mp-1025095
B2C1Ce1Ir2,0.0,Heavy_fermion,I 4/m m m,4/mmm,NM,EXCLUDED,mp-10964
B2C1Ce1Ni2,0.05,Heavy_fermion,I 4/m m m,4/mmm,FM,EXCLUDED,mp-10860
B2C1Ce1Pd2,0.0,Heavy_fermion,I 4/m m m,4/mmm,FM,EXCLUDED,mp-1206294
B2C1Ce1Pt2,0.0,Heavy_fermion,I 4/m m m,4/mmm,NM,EXCLUDED,mp-1024975
B2C1Ce1Rh2,0.0,Heavy_fermion,I 4/m m m,4/mmm,NM,EXCLUDED,mp-6191
B2C1Co2Pr1,0.0,Heavy_fermion,I 4/m m m,4/mmm,FM,EXCLUDED,mp-12985
B2C1Dy0.15Ho0.85Ni2,7.895,Other,I 4/m m m,4/mmm,NM,EXCLUDED,mp-6646
B2C1Dy0.1Ni2Tb0.9,0.0,Other,I 4/m m m,4/mmm,NM,EXCLUDED,mp-6092
B2C1Dy0.228Lu0.772Ni2,11.77,Other,I 4/m m m,4/mmm,NM,EXCLUDED,mp-6544
B2C1Dy0.2Ni2Tm0.8,9.75,Other,I 4/m m m,4/mmm,NM,EXCLUDED,mp-6754
B2C1Dy0.75Lu0.25Ni2,0.0,Other,I 4/m m m,4/mmm,NM,EXCLUDED,mp-6223
B2C1Er0.8Ni2Tb0.2,6.15,Other,C 1 2/m 1,2/m,NM,EXCLUDED,mp-1217626
B2C1Gd0.75Ni2Y0.25,0.0,Other,I 4/m m m,4/mmm,FM,EXCLUDED,mp-20728
B2C1Ir2La1,0.0,Other,I 4/m m m,4/mmm,NM,EXCLUDED,mp-5992
B2C1La1Ni2,0.0,Other,I 4/m m m,4/mmm,NM,EXCLUDED,mp-568083
B2C1La1Rh2,0.0,Other,I 4/m m m,4/mmm,NM,EXCLUDED,mp-6794
B2C1Nd1Ni2,0.0,Other,I 4/m m m,4/mmm,NM,EXCLUDED,mp-6102
B2C1Ni2Pr0.8Y0.2,0.0,Heavy_fermion,I 4/m m m,4/mmm,NM,EXCLUDED,mp-6140
B2C1Ni2Tb0.35Y0.65,4.6,Other,P 4/m m m,4/mmm,NM,EXCLUDED,mp-1217431
B2C1Ni2Th1,6.966666667,Other,I 4/m m m,4/mmm,NM,EXCLUDED,mp-1025034
B2C1Ni2U1,0.0,Heavy_fermion,I 4/m m m,4/mmm,FM,EXCLUDED,mp-1025123
B2C1Ni2Yb1,0.0,Heavy_fermion,I 4/m m m,4/mmm,NM,EXCLUDED,mp-6286
B2C1Pd2Th1,14.5,Other,I 4/m m m,4/mmm,NM,EXCLUDED,mp-1025041
B2C1Pd2Y1,22.6,Other,I 4/m m m,4/mmm,NM,EXCLUDED,mp-1024989
B2C1Pr1Pt2,6.0,Heavy_fermion,I 4/m m m,4/mmm,NM,EXCLUDED,mp-12986
B2C1Pr1Rh2,0.0,Heavy_fermion,I 4/m m m,4/mmm,NM,EXCLUDED,mp-568924
B2C1Pt2Th1,6.6,Other,I 4/m m m,4/mmm,NM,EXCLUDED,mp-1072285
B2C1Rh2Th1,0.0,Other,I 4/m m m,4/mmm,NM,EXCLUDED,mp-1080399
B2C1Rh2U1,0.0,Heavy_fermion,I 4/m m m,4/mmm,FM,EXCLUDED,mp-1025127
B2C2Dy1,0.0,Other,P 4/m b m,4/mmm,NM,EXCLUDED,mp-2958
B2C2La1,0.0,Other,P 4/m b m,4/mmm,NM,EXCLUDED,mp-10852
B2C2Lu1,1.2,Other,P 4/m b m,4/mmm,NM,EXCLUDED,mp-10858
B2C2Y1,1.8,Other,P 4/m b m,4/mmm,NM,EXCLUDED,mp-1078866
B2Ca1Ir2,0.0,Other,F d d d,mmm,NM,EXCLUDED,mp-14445
B2Ca1Rh2,0.0,Other,F d d d,mmm,NM,EXCLUDED,mp-8431
B2Ce0.001La0.999Rh3,1.67,Other,P 6/m m m,6/mmm,NM,CANDIDATE,mp-3465
B2Ce1Co3,0.0,Heavy_fermion,P 6/m m m,6/mmm,NM,CANDIDATE,mp-4454
B2Ce1Ir3,0.0,Heavy_fermion,P 6/m m m,6/mmm,FM,CANDIDATE,mp-11593
B2Ce1Rh3,0.0,Heavy_fermion,P 6/m m m,6/mmm,FM,CANDIDATE,mp-5757
B2Ce1Ru3,0.55,Heavy_fermion,P 6/m m m,6/mmm,NM,CANDIDATE,mp-5940
B2Co2Y1,0.0,Other,I 4/m m m,4/mmm,NM,EXCLUDED,mp-3515
B2Co3Dy1,0.0,Other,P 6/m m m,6/mmm,NM,CANDIDATE,mp-20193
B2Co3Er1,0.0,Other,P 6/m m m,6/mmm,NM,CANDIDATE,mp-5353
B2Co3Gd1,0.0,Other,P 6/m m m,6/mmm,FiM,CANDIDATE,mp-21252
B2Co3Ho1,0.0,Other,P 6/m m m,6/mmm,NM,CANDIDATE,mp-5313
B2Co3Lu1,0.0,Other,P 6/m m m,6/mmm,NM,CANDIDATE,mp-15709
B2Co3Sc1,0.0,Other,P 6/m m m,6/mmm,NM,CANDIDATE,mp-4938
B2Co3Sm1,0.0,Other,P 6/m m m,6/mmm,NM,CANDIDATE,mp-5410
B2Co3Tb1,0.0,Other,P 6/m m m,6/mmm,NM,CANDIDATE,mp-3040
B2Co3Tm1,0.0,Other,P 6/m m m,6/mmm,NM,CANDIDATE,mp-5714
B2Co3U1,0.0,Heavy_fermion,P 6/m m m,6/mmm,NM,CANDIDATE,mp-10056
B2Co3Y1,0.0,Other,P 6/m m m,6/mmm,NM,CANDIDATE,mp-5019
B2Co3Yb1,0.0,Heavy_fermion,P 6/m m m,6/mmm,NM,CANDIDATE,mp-10058
B2Cr1,0.0,Other,P 6/m m m,6/mmm,FM,CANDIDATE,mp-374
B2Dy0.1Lu0.9Ru1,7.34,Other,P n m a,mmm,NM,EXCLUDED,mp-29239
B2Dy1Ir3,0.0,Other,P 6/m m m,6/mmm,NM,CANDIDATE,mp-1024993
B2Dy1Os1,0.0,Other,P n m a,mmm,NM,EXCLUDED,mp-1189918
B2Dy1Rh3,0.0,Other,P 6/m m m,6/mmm,NM,CANDIDATE,mp-1025143
B2Dy1Ru1,0.0,Other,P n m a,mmm,NM,EXCLUDED,mp-1189977
B2Dy1Ru3,0.0,Other,P 6/m m m,6/mmm,NM,CANDIDATE,mp-3092
B2Er0.35Lu0.65Ru1,6.94,Other,P m c 21,mm2,NM,EXCLUDED,mp-1225723
B2Er1Ir3,0.0,Other,P 6/m m m,6/mmm,NM,CANDIDATE,mp-5197
B2Er1Os1,0.0,Other,P n m a,mmm,NM,EXCLUDED,mp-1189333
B2Er1Rh3,0.0,Other,P 6/m m m,6/mmm,NM,CANDIDATE,mp-5678
B2Er1Ru1,0.0,Other,P n m a,mmm,NM,EXCLUDED,mp-1181423
B2Er1Ru3,0.0,Other,P 6/m m m,6/mmm,NM,CANDIDATE,mp-3093
B2Eu1Rh3,0.0,Other,P 6/m m m,6/mmm,FM,CANDIDATE,mp-21127
B2Gd1Ir3,0.0,Other,P 6/m m m,6/mmm,FM,CANDIDATE,mp-1077270
B2Gd1Rh3,0.0,Other,P 6/m m m,6/mmm,FM,CANDIDATE,mp-22117
B2Gd1Ru3,0.0,Other,P 6/m m m,6/mmm,FiM,CANDIDATE,mp-22335
B2Ge1Ta5,3.8,Other,I 4/m c m,4/mmm,NM,EXCLUDED,mp-1105309
B2Hf1,0.0,Other,P 6/m m m,6/mmm,NM,CANDIDATE,mp-1994
B2Ho1Ir3,0.0,Other,P 6/m m m,6/mmm,NM,CANDIDATE,mp-1072182
B2Ho1Os1,0.0,Other,P n m a,mmm,NM,EXCLUDED,mp-1189925
B2Ho1Rh3,0.0,Other,P 6/m m m,6/mmm,NM,CANDIDATE,mp-1025027
B2Ho1Ru1,0.0,Other,P n m a,mmm,NM,EXCLUDED,mp-1181033
B2Ho1Ru3,0.0,Other,P 6/m m m,6/mmm,NM,CANDIDATE,mp-2985
B2Ir1Mo2,3.6,Other,P n n m,mmm,NM,EXCLUDED,mp-20391
B2Ir1V2,1.12,Other,P n n m,mmm,NM,EXCLUDED,mp-1189371
B2Ir2Sr1,0.0,Other,F d d d,mmm,NM,EXCLUDED,mp-6939
B2Ir3La1,1.65,Other,P 6/m m m,6/mmm,NM,CANDIDATE,mp-10112
B2Ir3Lu1,0.0,Other,P 6/m m m,6/mmm,NM,CANDIDATE,mp-1024990
B2Ir3Nd1,0.0,Other,P 6/m m m,6/mmm,NM,CANDIDATE,mp-1025068
B2Ir3Sc1,0.0,Other,P 6/m m m,6/mmm,NM,CANDIDATE,mp-1077776
B2Ir3Sm1,0.0,Other,P 6/m m m,6/mmm,NM,CANDIDATE,mp-1080381
B2Ir3Tb1,0.0,Other,P 6/m m m,6/mmm,NM,CANDIDATE,mp-1025075
B2Ir3Th1,2.09,Other,P 6/m m m,6/mmm,NM,CANDIDATE,mp-10115
B2Ir3Tm1,0.0,Other,P 6/m m m,6/mmm,NM,CANDIDATE,mp-1077393
B2Ir3U1,0.0,Heavy_fermion,P 6/m m m,6/mmm,FM,CANDIDATE,mp-10116
B2Ir3Y1,0.0,Other,P 6/m m m,6/mmm,NM,CANDIDATE,mp-31098
B2Ir3Yb1,0.0,Heavy_fermion,P 6/m m m,6/mmm,NM,CANDIDATE,mp-1025071
B2La1Rh3,2.57,Other,F m m m,mmm,NM,EXCLUDED,mp-14696
B2La3N3Ni2,13.0325,Ferrite,I 4/m m m,4/mmm,NM,EXCLUDED,mp-6114
B2Lu1Os1,2.66,Other,P n m a,mmm,NM,EXCLUDED,mp-1189270
B2Lu1Os3,4.655,Other,P 6/m m m,6/mmm,NM,CANDIDATE,mp-2880
B2Lu1Rh3,0.0,Other,P 6/m m m,6/mmm,NM,CANDIDATE,mp-1025024
B2Lu1Ru3,0.0,Other,P 6/m m m,6/mmm,NM,CANDIDATE,mp-5578
B2Mg0.1Nb0.9,4.5,Other,P 6/m m m,6/mmm,NM,CANDIDATE,mp-450
B2Mg0.5,36.0,Other,P n m a,mmm,NM,EXCLUDED,mp-365
B2Mg0.6,36.9,Other,P 4/m m m,4/mmm,NM,EXCLUDED,mp-1222002
B2Mg1Ni3,0.0,Other,P 64 2 2,622,NM,EXCLUDED,mp-571428
B2Mo0.84,0.0,Other,R -3 m,-3m,NM,CANDIDATE,mp-2331
B2Mo5Si1,5.8,Other,I 4/m c m,4/mmm,NM,EXCLUDED,mp-4984
B2Nd1Rh3,0.0,Other,P 6/m m m,6/mmm,NM,CANDIDATE,mp-3055
B2Nd1Ru3,0.0,Other,P 6/m m m,6/mmm,NM,CANDIDATE,mp-7099
B2Os1,1.5975,Other,P m m n,mmm,NM,EXCLUDED,mp-2850
B2Os1Sc1,1.34,Other,P n m a,mmm,NM,EXCLUDED,mp-1189073
B2Os1Tb1,0.0,Other,P n m a,mmm,NM,EXCLUDED,mp-1189495
B2Os1Tm1,0.0,Other,P n m a,mmm,NM,EXCLUDED,mp-1188249
B2Os1Y1,2.22,Other,P n m a,mmm,NM,EXCLUDED,mp-1106229
B2Os3U1,0.0,Heavy_fermion,P 6/m m m,6/mmm,FM,CANDIDATE,mp-10132
B2Pr1Rh3,0.0,Heavy_fermion,P 6/m m m,6/mmm,NM,CANDIDATE,mp-5369
B2Pr1Ru3,0.0,Heavy_fermion,P 6/m m m,6/mmm,NM,CANDIDATE,mp-5939
B2Re1,6.3,Other,P 63/m m c,6/mmm,NM,CANDIDATE,mp-1773
B2Rh2Sr1,0.0,Other,F d d d,mmm,NM,EXCLUDED,mp-7348
B2Rh3Sm1,0.0,Other,P 6/m m m,6/mmm,NM,CANDIDATE,mp-2947
B2Rh3Tb1,0.0,Other,P 6/m m m,6/mmm,NM,CANDIDATE,mp-1072051
B2Rh3Tm1,0.0,Other,P 6/m m m,6/mmm,NM,CANDIDATE,mp-1076960
B2Rh3Y1,0.0,Other,P 6/m m m,6/mmm,NM,CANDIDATE,mp-1024941
B2Rh3Yb1,0.0,Heavy_fermion,P 6/m m m,6/mmm,NM,CANDIDATE,mp-1025051
B2Ru1,0.8,Other,P m m n,mmm,NM,EXCLUDED,mp-1077
B2Ru1Sc0.2Y0.8,8.1,Other,P n m a,mmm,NM,EXCLUDED,mp-1188195
B2Ru1Tb1,0.0,Other,P n m a,mmm,NM,EXCLUDED,mp-1188601
B2Ru1Tm1,0.0,Other,P n m a,mmm,NM,EXCLUDED,mp-1188615
B2Ru3Sm1,0.0,Other,P 6/m m m,6/mmm,NM,CANDIDATE,mp-3467
B2Ru3Tb1,0.0,Other,P 6/m m m,6/mmm,NM,CANDIDATE,mp-3186
B2Ru3Th1,1.79,Other,P 6/m m m,6/mmm,NM,CANDIDATE,mp-3223
B2Ru3Tm1,0.0,Other,P 6/m m m,6/mmm,NM,CANDIDATE,mp-5620
B2Ru3U1,0.0,Heavy_fermion,P 6/m m m,6/mmm,FiM,CANDIDATE,mp-10137
B2Ru3Y1,0.0,Other,P 6/m m m,6/mmm,NM,CANDIDATE,mp-4382
B2Ru3Yb1,0.0,Heavy_fermion,P 6/m m m,6/mmm,NM,CANDIDATE,mp-3268
B2Sc1,0.0,Other,P 6/m m m,6/mmm,NM,CANDIDATE,mp-2252
B2Ta0.84,0.0,Other,P 6/m m m,6/mmm,NM,CANDIDATE,mp-1108
B2Ti1,0.0,Other,P 6/m m m,6/mmm,NM,CANDIDATE,mp-1145
B2V0.01Zr0.99,6.4,Other,P 6/m m m,6/mmm,NM,CANDIDATE,mp-1472
B2V1,0.0,Other,P 6/m m m,6/mmm,NM,CANDIDATE,mp-1491
B3Br5C6La9,6.0,Other,P m m n,mmm,NM,EXCLUDED,mp-624186
B3Re7,3.19,Other,P 63 m c,6mm,NM,CANDIDATE,mp-1106180
B3Rh7,0.0,Other,P 63 m c,6mm,NM,CANDIDATE,mp-1106065
B4C1,0.0,Other,R -3 m,-3m,NM,CANDIDATE,mp-696746
B4Ce1Co4,0.0,Heavy_fermion,P 42/n m c,4/mmm,NM,EXCLUDED,mp-22165
